,Order Quantity,Unit Price,Discount,Sales,Profit,Customer Segment_Consumer,Customer Segment_Corporate,Customer Segment_Home Office,Customer Segment_Small Business,Customer Segment_nan
5648,43,8.34,0.07,354.96,151.27,0,0,1,0,0
5649,26,4.98,0.09,130.97,-83.42,0,0,1,0,0
5650,34,12.98,0.04,459.08,61.57,0,1,0,0,0
5651,20,9.85,0.06,193.7,-14.99,0,1,0,0,0
5652,46,150.98,0.05,6730.07,-1134.61,1,0,0,0,0
5653,33,20.99,0.08,553.3415,-67.71,0,1,0,0,0
5654,22,6.48,0.03,152.52,-43.87,0,1,0,0,0
5655,14,4.98,0.05,71.6,-30.65,0,1,0,0,0
5656,37,55.99,0.1,1699.983,-202.86,0,1,0,0,0
5657,34,1.26,0.0,43.54,-17.48,0,1,0,0,0
5658,50,6.48,0.07,330.27,-195.57,0,0,1,0,0
5659,3,175.99,0.03,448.3665,-748.41,1,0,0,0,0
5660,49,16.91,0.05,841.51,20.86,0,1,0,0,0
5661,20,3.69,0.08,71.07,-15.09,0,0,0,1,0
5662,31,5.18,0.07,176.28,-80.3,0,1,0,0,0
5663,30,306.14,0.09,8718.46,1554.85,1,0,0,0,0
5664,26,4.98,0.05,135.88,-66.02,1,0,0,0,0
5665,38,12.53,0.01,487.98,8.1,1,0,0,0,0
5666,45,5.98,0.1,254.92,-99.62,0,1,0,0,0
5667,26,68.81,0.04,1846.2,-584.93,1,0,0,0,0
5668,11,3.15,0.09,32.03,7.41,1,0,0,0,0
5669,44,4.2,0.05,185.82,11.45,1,0,0,0,0
5670,24,315.98,0.08,7046.61,2595.18,0,0,1,0,0
5671,5,2.88,0.08,14.74,-2.58,0,1,0,0,0
5672,26,15.98,0.03,423.14,85.51,0,1,0,0,0
5673,22,30.98,0.1,628.39,181.83,0,1,0,0,0
5674,2,81.32,0.03,162.49,-94.83,0,1,0,0,0
5675,21,6.28,0.05,133.15,-51.43,1,0,0,0,0
5676,45,3.08,0.04,136.71,34.72,1,0,0,0,0
5677,6,15.7,0.1,96.03,-59.39,0,1,0,0,0
5678,11,1.74,0.09,28.63,-21.17,1,0,0,0,0
5679,45,227.55,0.08,8014.624,1366.1,1,0,0,0,0
5680,7,218.75,0.03,1339.024,-211.51,0,0,0,1,0
5681,23,30.98,0.0,725.43,245.97,0,0,1,0,0
5682,42,3.14,0.05,130.96,-66.74,0,0,0,1,0
5683,29,400.97,0.06,11039.75,2148.97,0,0,0,1,0
5684,30,217.85,0.07,4982.944,693.69,0,0,0,1,0
5685,12,2.61,0.04,31.77,8.34,0,0,0,1,0
5686,33,5.98,0.01,208.05,46.01,0,0,0,1,0
5687,25,30.98,0.0,827.47,45.37,0,0,0,1,0
5688,50,140.85,0.08,7017.42,595.2,1,0,0,0,0
5689,26,39.98,0.03,1075.91,34.42,1,0,0,0,0
5690,21,65.99,0.03,1176.859,137.86,1,0,0,0,0
5691,39,17.7,0.07,651.45,-160.56,1,0,0,0,0
5692,34,15.99,0.06,536.25,-166.75,0,0,1,0,0
5693,1,4.98,0.01,5.73,-1.84,0,0,1,0,0
5694,13,12.97,0.03,189.99,72.82,0,0,1,0,0
5695,25,8.09,0.08,201.06,-80.86,0,0,1,0,0
5696,46,10.23,0.08,459.26,-54.12,0,0,0,1,0
5697,48,9.11,0.1,410.35,114.02,1,0,0,0,0
5698,5,205.99,0.01,901.374,-648.65,0,0,0,1,0
5699,19,25.99,0.02,513.5,82.96,0,0,1,0,0
5700,7,27.48,0.07,182.89,-99.3,1,0,0,0,0
5701,20,7.28,0.1,148.65,-142.78,1,0,0,0,0
5702,28,6.48,0.01,198.21,-163.28,1,0,0,0,0
5703,1,4.71,0.03,5.63,-3.55,0,0,1,0,0
5704,5,3.08,0.06,16.48,-0.33,0,0,1,0,0
5705,38,419.19,0.09,15655.24,4818.29,0,0,1,0,0
5706,7,24.95,0.01,189.73,43.17,0,0,1,0,0
5707,40,6.88,0.06,278.8,77.71,0,0,1,0,0
5708,6,348.21,0.01,2170.61,-62.29,0,0,0,1,0
5709,29,5.84,0.08,163.04,58.0,0,0,0,1,0
5710,31,286.85,0.01,9041.26,-383.03,0,0,0,1,0
5711,46,77.51,0.09,3519.12,315.33,0,0,1,0,0
5712,37,2.88,0.0,108.33,17.0,0,0,1,0,0
5713,14,280.98,0.02,3950.6,-477.66,1,0,0,0,0
5714,12,20.95,0.06,254.12,-64.97,0,0,0,1,0
5715,37,20.89,0.02,767.04,238.84,0,0,0,1,0
5716,37,205.99,0.09,6072.1875,1372.09,0,0,1,0,0
5717,46,43.22,0.1,1936.45,307.17,0,0,1,0,0
5718,17,218.75,0.04,3711.04,-773.78,0,0,1,0,0
5719,7,400.98,0.05,2789.03,-303.44,0,0,1,0,0
5720,10,40.97,0.07,403.88,48.03,0,0,0,1,0
5721,49,70.97,0.09,3291.13,925.95,1,0,0,0,0
5722,40,19.98,0.1,736.96,-34.29,1,0,0,0,0
5723,35,67.28,0.08,2333.06,473.39,1,0,0,0,0
5724,17,15.16,0.03,267.58,-137.75,0,0,1,0,0
5725,2,243.98,0.01,555.68,-336.3,0,0,1,0,0
5726,44,10.9,0.03,486.63,-146.37,0,0,1,0,0
5727,27,65.99,0.1,1403.027,153.8,0,0,0,1,0
5728,38,4.91,0.04,188.38,-120.12,0,1,0,0,0
5729,28,35.99,0.02,881.501,334.53,0,1,0,0,0
5730,25,6.48,0.09,161.72,-121.18,0,1,0,0,0
5731,36,20.99,0.05,660.059,-0.65,0,1,0,0,0
5732,7,19.98,0.09,138.91,-64.11,0,0,0,1,0
5733,42,3.75,0.02,162.57,75.8,0,1,0,0,0
5734,13,14.81,0.05,196.22,-89.35,0,0,1,0,0
5735,11,4.2,0.05,49.76,-0.13,0,0,1,0,0
5736,42,15.94,0.08,670.65,41.66,1,0,0,0,0
5737,31,90.97,0.06,2797.41,984.3,0,0,1,0,0
5738,14,5.98,0.03,89.93,-44.82,0,0,1,0,0
5739,20,20.99,0.09,340.952,108.94,0,0,1,0,0
5740,44,20.99,0.01,831.5805,273.05,0,0,0,1,0
5741,27,12.28,0.03,337.61,15.61,0,0,0,1,0
5742,42,15.14,0.08,636.34,-99.26,0,0,0,1,0
5743,13,7.37,0.09,98.82,-68.66,0,1,0,0,0
5744,40,6.68,0.01,289.19,-69.03,0,1,0,0,0
5745,17,10.97,0.05,196.07,-77.66,0,0,1,0,0
5746,1,5.4,0.0,13.45,-8.2,0,0,0,1,0
5747,11,6.68,0.09,75.79,-18.77,0,0,0,1,0
5748,12,3.69,0.0,46.55,16.34,1,0,0,0,0
5749,29,65.99,0.09,1499.5275,188.98,0,0,1,0,0
5750,15,124.49,0.03,1917.61,-286.9,1,0,0,0,0
5751,33,73.98,0.06,2492.97,131.02,1,0,0,0,0
5752,29,19.98,0.06,575.89,-14.04,0,0,1,0,0
5753,43,5.78,0.05,260.6,-182.71,0,0,1,0,0
5754,50,3.29,0.02,172.23,32.35,0,0,0,1,0
5755,41,10.98,0.04,470.74,24.09,0,0,0,1,0
5756,12,11.58,0.02,141.9,1.46,0,1,0,0,0
5757,29,48.91,0.06,1379.1,573.8,0,1,0,0,0
5758,17,15.51,0.02,278.76,-210.09,0,1,0,0,0
5759,30,4.48,0.06,182.92,-1367.72,0,0,1,0,0
5760,34,100.97,0.08,3361.84,1211.76,0,0,1,0,0
5761,29,6.48,0.07,195.82,-91.7,0,0,1,0,0
5762,33,35.99,0.04,987.3175,368.56,0,1,0,0,0
5763,15,8.46,0.04,140.56,-128.38,0,1,0,0,0
5764,42,30.93,0.09,1186.06,511.69,0,1,0,0,0
5765,28,1.68,0.03,51.53,0.35,0,1,0,0,0
5766,25,179.99,0.02,3872.634,667.33,0,0,0,1,0
5767,44,11.7,0.06,523.42,39.42,1,0,0,0,0
5768,40,4.98,0.08,192.54,-186.73,1,0,0,0,0
5769,29,5.28,0.06,156.7,-76.64,1,0,0,0,0
5770,47,12.64,0.0,622.82,128.88,1,0,0,0,0
5771,40,175.99,0.08,5945.3675,1585.48,0,1,0,0,0
5772,42,12.98,0.05,569.32,84.38,0,1,0,0,0
5773,41,2.78,0.0,120.03,10.5,0,1,0,0,0
5774,7,4.42,0.04,35.58,-19.95,0,1,0,0,0
5775,31,4.91,0.05,153.28,73.16,0,1,0,0,0
5776,36,3.58,0.04,139.95,-128.59,0,0,1,0,0
5777,24,216.6,0.03,5207.5,166.44,0,0,1,0,0
5778,11,8.12,0.01,92.14,-40.25,0,1,0,0,0
5779,40,6.48,0.05,257.43,-200.63,0,1,0,0,0
5780,44,70.98,0.07,3021.64,-720.2,0,1,0,0,0
5781,4,3.98,0.0,17.89,-1.15,1,0,0,0,0
5782,28,65.99,0.04,1560.617,214.29,0,1,0,0,0
5783,8,40.98,0.03,339.35,27.88,0,0,1,0,0
5784,11,3.08,0.09,33.67,4.08,0,0,1,0,0
5785,23,35.44,0.04,849.46,9.06,0,1,0,0,0
5786,20,14.98,0.05,303.69,-50.84,0,1,0,0,0
5787,22,5.4,0.1,116.84,-125.44,1,0,0,0,0
5788,20,60.97,0.07,1205.73,310.93,0,1,0,0,0
5789,50,55.29,0.01,2796.67,801.04,0,1,0,0,0
5790,31,10.98,0.01,354.45,11.38,0,1,0,0,0
5791,13,16.99,0.02,238.43,-36.11,0,1,0,0,0
5792,36,44.43,0.08,1606.4,-1231.35,0,1,0,0,0
5793,16,55.99,0.03,772.412,-184.69,1,0,0,0,0
5794,3,8.04,0.1,31.95,-23.69,0,1,0,0,0
5795,34,16.51,0.03,563.82,188.22,0,1,0,0,0
5796,31,15.51,0.04,502.44,-363.44,0,1,0,0,0
5797,10,73.98,0.04,767.34,-154.65,0,1,0,0,0
5798,40,175.99,0.09,5554.036,1153.84,0,0,0,1,0
5799,14,50.98,0.1,677.43,75.48,0,1,0,0,0
5800,19,195.99,0.0,3355.154,658.5,0,1,0,0,0
5801,10,58.1,0.09,564.85,181.02,0,0,1,0,0
5802,14,39.98,0.01,572.33,-62.28,0,0,1,0,0
5803,11,300.98,0.01,3571.84,403.81,1,0,0,0,0
5804,33,8.74,0.03,310.44,-90.21,1,0,0,0,0
5805,34,4.95,0.01,180.27,-59.71,0,0,1,0,0
5806,39,14.98,0.0,626.96,-35.92,0,0,1,0,0
5807,18,11.97,0.04,236.31,-2.24,0,0,1,0,0
5808,22,11.55,0.03,263.63,48.86,0,0,1,0,0
5809,35,30.73,0.03,1078.58,9.0,0,1,0,0,0
5810,47,19.98,0.01,1003.43,208.06,1,0,0,0,0
5811,34,80.98,0.02,2779.2,889.57,0,0,1,0,0
5812,26,2.6,0.08,65.21,-41.6,0,0,1,0,0
5813,48,205.99,0.05,8475.962,2497.94,1,0,0,0,0
5814,18,205.99,0.08,3015.494,251.54,1,0,0,0,0
5815,27,5.68,0.03,156.82,-37.62,1,0,0,0,0
5816,50,49.43,0.01,2510.71,3.6,0,0,1,0,0
5817,37,29.17,0.09,988.42,253.94,0,0,1,0,0
5818,28,3.75,0.05,101.25,40.9,0,1,0,0,0
5819,1,20.97,0.0,28.73,-57.04,0,1,0,0,0
5820,31,2.1,0.08,67.88,4.87,0,1,0,0,0
5821,42,20.95,0.07,865.21,-42.1,1,0,0,0,0
5822,46,65.99,0.03,2660.6105,618.07,0,0,0,1,0
5823,10,5.98,0.07,65.52,-22.57,0,1,0,0,0
5824,23,19.98,0.08,441.99,32.36,0,1,0,0,0
5825,34,7.08,0.03,245.19,37.99,0,1,0,0,0
5826,41,35.99,0.0,1271.0475,-158.24,1,0,0,0,0
5827,30,43.98,0.0,1394.36,271.45,0,0,1,0,0
5828,25,14.42,0.05,375.74,-9.31,1,0,0,0,0
5829,36,31.76,0.1,1095.11,-1286.43,1,0,0,0,0
5830,6,18.97,0.01,124.65,13.34,0,1,0,0,0
5831,14,279.81,0.1,3830.84,635.33,0,1,0,0,0
5832,22,12.28,0.07,267.43,-45.98,0,1,0,0,0
5833,8,17.48,0.06,137.38,-11.39,0,1,0,0,0
5834,45,6.48,0.07,296.82,-120.37,0,1,0,0,0
5835,28,60.89,0.03,1801.95,-182.07,0,0,0,1,0
5836,18,99.23,0.05,1713.8,1125.29,0,0,1,0,0
5837,16,7.08,0.02,116.69,11.69,0,0,1,0,0
5838,32,6.48,0.03,210.9,-62.46,0,0,0,1,0
5839,44,152.48,0.03,6768.16,907.49,0,1,0,0,0
5840,4,2.61,0.1,10.65,-0.64,0,1,0,0,0
5841,9,16.74,0.05,149.64,13.77,0,0,1,0,0
5842,33,15.99,0.01,570.24,-57.83,0,1,0,0,0
5843,27,9.85,0.1,258.54,-16.3,0,1,0,0,0
5844,19,125.99,0.04,1972.884,140.91,0,1,0,0,0
5845,28,2.88,0.1,75.74,13.23,0,0,0,1,0
5846,38,30.98,0.0,1230.83,75.5,0,1,0,0,0
5847,37,4.28,0.04,169.93,-114.35,0,1,0,0,0
5848,23,65.99,0.1,1176.944,53.65,0,1,0,0,0
5849,29,35.99,0.01,909.721,287.99,0,1,0,0,0
5850,31,6.68,0.06,203.53,-101.28,0,1,0,0,0
5851,47,1.26,0.0,63.47,-19.92,0,1,0,0,0
5852,26,21.66,0.04,560.03,-139.87,0,0,1,0,0
5853,11,30.73,0.09,323.91,-96.53,0,1,0,0,0
5854,10,19.98,0.1,185.59,12.01,0,1,0,0,0
5855,18,419.19,0.05,7168.15,1593.61,0,1,0,0,0
5856,33,8.32,0.05,278.65,-36.34,0,0,1,0,0
5857,43,20.97,0.1,866.73,-199.98,0,1,0,0,0
5858,6,104.85,0.03,642.42,80.01,0,1,0,0,0
5859,26,95.99,0.02,2169.7525,374.75,0,1,0,0,0
5860,27,205.99,0.06,4488.2635,750.55,1,0,0,0,0
5861,8,6783.02,0.09,41343.21,3852.19,0,1,0,0,0
5862,6,43.22,0.06,273.38,-170.91,0,1,0,0,0
5863,8,22.24,0.01,179.66,-1.73,0,1,0,0,0
5864,2,5.98,0.04,13.5,-7.9,0,1,0,0,0
5865,38,13.43,0.02,540.64,13.89,0,1,0,0,0
5866,35,7.7,0.07,269.35,-14.99,1,0,0,0,0
5867,8,8.32,0.0,68.94,-32.63,0,0,1,0,0
5868,10,6.68,0.03,74.04,-37.04,0,0,1,0,0
5869,29,40.98,0.08,1104.28,359.75,0,1,0,0,0
5870,20,349.45,0.09,6865.19,1541.68,0,1,0,0,0
5871,49,3.75,0.07,174.81,74.82,0,1,0,0,0
5872,20,3.98,0.02,89.51,-61.99,0,1,0,0,0
5873,48,3.69,0.1,175.99,77.3,0,0,1,0,0
5874,33,6.68,0.02,221.23,-45.29,0,0,1,0,0
5875,15,17.78,0.09,262.29,7.26,1,0,0,0,0
5876,2,65.99,0.04,116.314,-300.85,1,0,0,0,0
5877,32,11.7,0.0,402.49,41.79,0,0,0,1,0
5878,1,1889.99,0.09,1754.29,-961.5,0,0,0,1,0
5879,27,284.98,0.02,8213.37,1148.88,0,1,0,0,0
5880,32,3.58,0.09,109.01,8.45,0,1,0,0,0
5881,12,11.29,0.05,138.88,-23.99,0,1,0,0,0
5882,13,28.99,0.1,315.792,-105.77,0,0,0,1,0
5883,3,4.13,0.1,11.76,-2.83,0,0,1,0,0
5884,22,4.73,0.08,100.13,19.77,0,0,1,0,0
5885,3,419.19,0.07,1192.93,-434.81,0,0,1,0,0
5886,29,6.48,0.01,198.43,-79.67,0,1,0,0,0
5887,42,20.99,0.07,756.7295,64.78,0,0,0,1,0
5888,38,104.85,0.09,3676.96,1233.45,0,0,0,1,0
5889,48,83.1,0.04,3982.42,1560.82,0,1,0,0,0
5890,32,124.49,0.05,4025.66,-395.12,0,1,0,0,0
5891,43,28.48,0.09,1114.42,425.07,0,1,0,0,0
5892,23,34.99,0.1,753.75,31.17,0,0,1,0,0
5893,50,16.74,0.06,839.07,212.73,0,0,0,1,0
5894,45,122.99,0.05,5643.49,-1857.06,0,0,0,1,0
5895,41,9.9,0.06,405.83,178.86,0,0,1,0,0
5896,47,107.53,0.03,5294.48,1521.31,0,0,1,0,0
5897,25,16.98,0.05,423.15,-47.28,0,0,1,0,0
5898,27,115.99,0.03,2762.857,722.24,0,0,1,0,0
5899,21,65.99,0.04,1130.806,95.15,0,1,0,0,0
5900,45,9.65,0.04,461.05,-38.39,0,0,1,0,0
5901,43,286.85,0.07,9501.624,-686.45,0,1,0,0,0
5902,21,10.01,0.08,205.32,37.3,0,1,0,0,0
5903,47,16.74,0.0,807.6,214.3,0,1,0,0,0
5904,11,59.78,0.0,694.17,174.22,0,1,0,0,0
5905,41,6.48,0.05,257.66,-69.23,0,1,0,0,0
5906,18,12.53,0.09,211.4,91.63,0,1,0,0,0
5907,44,6.68,0.06,287.22,-72.93,0,1,0,0,0
5908,22,65.99,0.08,1148.0355,21.98,0,1,0,0,0
5909,29,90.98,0.02,2770.79,109.39,0,1,0,0,0
5910,47,105.29,0.01,5301.2,1126.72,0,1,0,0,0
5911,12,31.76,0.05,418.44,-407.17,0,1,0,0,0
5912,3,4.98,0.0,21.01,-9.69,0,1,0,0,0
5913,1,3499.99,0.05,3457.99,-11861.46,0,1,0,0,0
5914,14,18.94,0.02,270.25,100.9,0,0,1,0,0
5915,36,32.48,0.03,1152.63,389.4,0,0,0,1,0
5916,4,1.89,0.1,7.56,-5.53,0,0,0,1,0
5917,40,41.94,0.01,1710.65,782.01,0,1,0,0,0
5918,11,7.28,0.07,85.62,-81.22,1,0,0,0,0
5919,19,286.85,0.06,5441.06,-557.2,0,1,0,0,0
5920,40,1.82,0.1,70.45,-2.31,0,1,0,0,0
5921,8,15.98,0.04,129.18,-30.02,0,1,0,0,0
5922,44,22.84,0.06,1016.26,337.97,0,1,0,0,0
5923,40,9.27,0.03,382.65,47.61,0,0,1,0,0
5924,9,6.48,0.08,61.0,-34.25,0,0,1,0,0
5925,19,205.99,0.0,3559.613,747.74,0,0,1,0,0
5926,40,6.45,0.08,245.82,86.44,0,1,0,0,0
5927,8,20.99,0.09,155.924,-63.12,0,0,1,0,0
5928,3,6.48,0.02,34.23,-9.5,0,0,1,0,0
5929,22,17.07,0.03,383.33,27.62,0,0,1,0,0
5930,47,167.27,0.05,7647.97,-1014.01,0,1,0,0,0
5931,43,195.99,0.07,6861.8545,1754.08,0,1,0,0,0
5932,3,14.2,0.09,44.84,37.74,0,0,1,0,0
5933,13,115.99,0.02,1281.1795,-26.62,0,0,1,0,0
5934,38,18.97,0.09,710.33,62.53,0,0,1,0,0
5935,31,525.98,0.01,16949.44,7858.08,0,0,0,1,0
5936,42,35.89,0.05,1504.01,211.04,0,0,1,0,0
5937,13,11.48,0.0,163.62,16.34,0,0,1,0,0
5938,22,39.98,0.04,887.98,239.94,0,1,0,0,0
5939,3,15.23,0.05,72.46,-60.74,0,1,0,0,0
5940,19,26.31,0.08,470.39,-147.99,0,0,1,0,0
5941,2,7.31,0.02,15.04,-6.12,0,0,1,0,0
5942,42,7.38,0.04,312.05,-342.38,0,1,0,0,0
5943,7,68.81,0.05,545.04,-210.06,0,0,1,0,0
5944,29,20.89,0.09,606.91,-271.77,0,0,1,0,0
5945,23,3.95,0.01,91.94,-10.11,0,1,0,0,0
5946,6,64.98,0.06,377.03,-78.82,0,1,0,0,0
5947,4,4.48,0.05,67.22,-139.53,0,1,0,0,0
5948,18,4.24,0.1,76.85,-64.08,0,1,0,0,0
5949,3,20.98,0.06,112.79,-95.39,0,1,0,0,0
5950,50,128.24,0.03,6356.68,1812.86,0,0,1,0,0
5951,47,4.28,0.09,193.15,27.76,0,0,1,0,0
5952,41,3.69,0.0,170.82,85.45,0,1,0,0,0
5953,4,419.19,0.04,1609.69,-281.17,0,1,0,0,0
5954,36,2.21,0.02,82.09,11.44,0,0,1,0,0
5955,44,6.48,0.03,299.85,-260.8,0,1,0,0,0
5956,36,1.88,0.1,63.53,-2.51,0,0,1,0,0
5957,6,6.68,0.01,48.05,-11.34,0,1,0,0,0
5958,34,110.99,0.01,3373.7095,861.72,0,1,0,0,0
5959,25,500.97,0.02,12343.07,3972.72,1,0,0,0,0
5960,41,20.28,0.06,812.21,-128.02,0,0,1,0,0
5961,7,2.08,0.03,15.61,-5.19,0,0,1,0,0
5962,18,2.18,0.0,47.11,-95.42,0,0,1,0,0
5963,39,90.97,0.05,3451.85,1264.75,0,1,0,0,0
5964,11,4.13,0.0,54.59,-47.18,0,0,1,0,0
5965,35,16.74,0.05,597.04,-157.42,0,0,1,0,0
5966,8,3.58,0.09,32.31,-33.59,0,0,1,0,0
5967,6,7.38,0.03,57.9,-48.14,0,0,1,0,0
5968,46,12.22,0.06,562.95,147.12,0,0,1,0,0
5969,35,7.64,0.01,285.01,124.82,0,1,0,0,0
5970,33,400.97,0.07,12215.43,5255.45,0,1,0,0,0
5971,12,11.7,0.08,138.67,-9.72,0,0,1,0,0
5972,16,30.98,0.02,506.84,-38.32,0,0,1,0,0
5973,43,15.01,0.0,679.65,31.2,0,0,1,0,0
5974,43,9.9,0.08,412.62,175.54,1,0,0,0,0
5975,14,300.97,0.1,3830.14,202.25,0,0,1,0,0
5976,40,39.89,0.06,1559.86,672.37,0,0,1,0,0
5977,10,6.48,0.02,74.87,-43.97,0,0,1,0,0
5978,42,115.99,0.06,3931.318,1025.45,0,0,1,0,0
5979,21,10.9,0.09,215.76,-97.75,0,0,1,0,0
5980,22,3.14,0.02,75.03,-31.52,0,0,0,1,0
5981,23,12.44,0.03,294.91,-37.27,0,0,0,1,0
5982,24,4.91,0.01,131.65,67.41,1,0,0,0,0
5983,23,30.98,0.04,750.39,133.71,1,0,0,0,0
5984,4,4.91,0.06,18.46,-0.43,1,0,0,0,0
5985,47,17.7,0.02,838.4,-132.91,0,1,0,0,0
5986,7,6.48,0.09,48.04,-23.28,0,1,0,0,0
5987,18,7.4,0.08,130.38,31.52,1,0,0,0,0
5988,19,16.48,0.01,333.68,81.96,1,0,0,0,0
5989,15,125.99,0.1,1532.482,-43.0,1,0,0,0,0
5990,7,37.94,0.02,283.57,71.21,1,0,0,0,0
5991,23,150.98,0.01,3674.08,112.44,1,0,0,0,0
5992,46,28.28,0.01,1413.89,-40.72,1,0,0,0,0
5993,2,35.99,0.03,61.7185,-164.04,1,0,0,0,0
5994,17,89.83,0.06,1556.61,-485.55,0,0,1,0,0
5995,49,13.43,0.1,645.14,-26.32,0,0,1,0,0
5996,44,125.99,0.01,4851.5025,1371.67,0,0,1,0,0
5997,20,43.41,0.08,862.64,320.81,0,0,1,0,0
5998,43,47.9,0.03,2123.64,1013.77,0,0,1,0,0
5999,46,63.94,0.07,2968.66,1077.49,0,1,0,0,0
6000,33,1.88,0.05,63.96,-13.71,1,0,0,0,0
6001,23,8.14,0.07,177.23,4.94,1,0,0,0,0
6002,3,4.48,0.06,14.74,-2.72,0,1,0,0,0
6003,43,2.88,0.09,117.68,12.47,0,1,0,0,0
6004,32,6.48,0.07,202.89,-201.91,0,0,1,0,0
6005,21,25.38,0.05,535.57,131.05,1,0,0,0,0
6006,26,17.52,0.08,452.39,-22.83,0,1,0,0,0
6007,5,20.95,0.0,117.13,-70.47,0,1,0,0,0
6008,2,24.92,0.0,65.31,-34.42,1,0,0,0,0
6009,9,7.59,0.06,73.7,1.42,1,0,0,0,0
6010,10,6.69,0.03,71.24,2.78,0,0,1,0,0
6011,15,100.98,0.0,1616.66,112.58,0,0,1,0,0
6012,6,14.58,0.06,96.21,-19.34,0,0,1,0,0
6013,46,4.91,0.0,237.15,123.02,0,1,0,0,0
6014,22,7.28,0.01,179.22,-139.9,0,1,0,0,0
6015,10,6.68,0.1,71.86,-35.52,0,1,0,0,0
6016,30,259.71,0.02,6589.304,912.48,0,0,1,0,0
6017,38,3.34,0.05,136.5,-216.66,0,1,0,0,0
6018,6,45.99,0.01,250.376,-131.85,0,0,1,0,0
6019,15,363.25,0.1,5296.19,1164.05,0,0,1,0,0
6020,37,6.48,0.08,230.97,-173.73,0,1,0,0,0
6021,46,16.98,0.09,723.17,-154.11,0,1,0,0,0
6022,23,14.56,0.07,324.28,20.43,0,0,1,0,0
6023,40,6.3,0.04,254.02,123.14,0,0,0,1,0
6024,32,16.74,0.01,546.01,133.56,1,0,0,0,0
6025,1,1889.99,0.1,1786.04,-924.99,0,0,1,0,0
6026,4,4.91,0.1,24.77,-17.07,0,0,1,0,0
6027,36,107.53,0.01,3832.37,1322.07,0,0,1,0,0
6028,25,3.58,0.0,100.34,-88.19,0,0,1,0,0
6029,45,1.81,0.08,75.68,-4.04,0,0,1,0,0
6030,7,22.99,0.07,163.14,-37.5,0,0,1,0,0
6031,7,4.06,0.09,42.66,-30.74,1,0,0,0,0
6032,18,35.44,0.01,655.58,250.67,1,0,0,0,0
6033,12,113.98,0.01,1465.33,-66.38,1,0,0,0,0
6034,31,5.98,0.09,187.18,28.91,0,0,1,0,0
6035,36,2.88,0.04,104.21,15.19,0,0,1,0,0
6036,14,111.96,0.04,1331.224,-401.42,0,0,1,0,0
6037,14,3.69,0.09,50.8,16.79,0,0,1,0,0
6038,37,20.34,0.07,750.89,-1176.28,0,0,1,0,0
6039,17,4.28,0.1,67.73,2.44,0,0,1,0,0
6040,41,20.48,0.01,854.23,67.14,0,0,0,1,0
6041,26,1.86,0.09,47.91,-58.83,0,0,0,1,0
6042,38,205.99,0.08,6427.258,1636.41,0,0,0,1,0
6043,11,500.98,0.01,5510.23,915.8,1,0,0,0,0
6044,21,8.45,0.1,177.06,-100.61,1,0,0,0,0
6045,35,350.99,0.03,12908.4,4084.86,0,0,1,0,0
6046,31,15.04,0.02,477.16,204.18,1,0,0,0,0
6047,30,20.48,0.01,663.24,76.33,0,0,1,0,0
6048,35,6.75,0.07,238.08,31.65,0,0,1,0,0
6049,14,12.53,0.08,174.3,75.58,0,0,1,0,0
6050,19,54.1,0.1,991.36,-103.11,0,1,0,0,0
6051,33,25.98,0.08,803.11,-237.13,0,0,0,1,0
6052,30,599.99,0.09,17034.92,5916.34,0,1,0,0,0
6053,3,5.88,0.04,22.6,-4.63,0,1,0,0,0
6054,9,125.99,0.06,918.7395,-303.56,0,1,0,0,0
6055,5,499.99,0.03,2600.44,-921.94,1,0,0,0,0
6056,11,125.99,0.01,1247.8595,-55.8,0,0,1,0,0
6057,22,195.99,0.05,3760.3065,593.18,0,0,0,1,0
6058,45,7.37,0.1,318.94,-195.6,1,0,0,0,0
6059,15,85.99,0.05,1093.6355,119.17,1,0,0,0,0
6060,18,18.84,0.06,325.58,152.28,0,1,0,0,0
6061,9,46.94,0.0,458.8,305.87,0,1,0,0,0
6062,10,24.95,0.02,267.06,76.47,0,0,0,1,0
6063,22,4.0,0.09,82.98,13.82,0,0,0,1,0
6064,11,150.98,0.04,1610.29,221.38,0,1,0,0,0
6065,30,18.97,0.01,617.51,98.1,0,1,0,0,0
6066,23,12.28,0.03,278.83,35.16,0,1,0,0,0
6067,46,34.99,0.05,1605.22,230.03,0,1,0,0,0
6068,41,8.33,0.01,357.01,64.5,1,0,0,0,0
6069,20,32.48,0.09,632.05,-626.61,0,0,1,0,0
6070,12,53.98,0.09,600.86,-82.67,0,1,0,0,0
6071,5,2.98,0.03,17.06,-7.54,0,1,0,0,0
6072,23,51.75,0.02,1198.1,187.19,0,0,0,1,0
6073,49,5.58,0.02,276.3,14.84,1,0,0,0,0
6074,15,7.98,0.06,120.52,43.92,1,0,0,0,0
6075,42,54.1,0.02,2269.01,-19.37,1,0,0,0,0
6076,31,96.45,0.1,2893.31,937.64,0,1,0,0,0
6077,25,159.31,0.03,3923.27,-85.86,0,1,0,0,0
6078,24,115.99,0.07,2332.5955,366.86,0,1,0,0,0
6079,3,150.98,0.05,461.89,-309.82,0,1,0,0,0
6080,29,18.97,0.02,575.11,71.75,0,1,0,0,0
6081,23,9.71,0.05,236.46,-134.31,0,1,0,0,0
6082,39,4.97,0.02,197.56,-119.86,0,0,0,1,0
